Organization Name,Popular Name,Discipline / Field,Category,Application Number,City,State,Zip,Project Description,Fiscal Year,Congressional District,Grant Amount,Grant From Date,Grant To Date
"CSC Repertory, Ltd.",aka Classic Stage Company,Theater,Art Works,16-3200-7006,New York,NY,10003-5306,"To support a production of ""Mother Courage and Her Children"" by Bertolt Brecht. Artistic Director Brian Kulick will direct a newly commissioned translation of Brecht's renowned 20th-century anti-war work that features a new score and songs by Tony Award-winning composer Duncan Sheik. A canteen woman who offered liquids to soldiers seeks to profit from an ongoing and pointless war only to lose her three children due to her profiteering. The production will be set in the modern-day Congo as an analogy to the constant and seemingly endless war of the original play. Audience members will have the opportunity to delve further into the play's history, context, and themes through a variety of activities, such as a lecture series with guest scholars and educational materials.",2016,12,"$30,000 ",1/1/2016,6/30/2016
"CSC Repertory, Ltd.",aka Classic Stage Company,Theater,Access to Artistic Excellence,09-3200-7046,New York,NY,10003-5306,"To support Classic Stage Company's world premiere of The Oresteia, with new translations by award-winning poet Anne Carson, and accompanying educational activities. Performed in repertory, the two-evening opus will include new translations of Aeschylus' Agamemnon, Sophocles' Electra, and Euripides' Orestes.",2009,12,"$30,000 ",1/1/2009,6/30/2009
Aquila Theatre Company,aka Aquila Theatre,Theater,Art Works,1808566-32-18,New York,NY,10003-6688,"To support the production and tour of a new adaptation of Mary Shelley's Frankenstein. Featuring a cast of six actors, the production will be adapted and directed by Artistic Director Desiree Sanchez. The new production will revisit themes of the original story for a modern audience, including what it means to be human and the ramifications of creating artificial intelligence. The production will tour nationally to diverse audiences and include student performances supplemented with post-show discussions and workshops.",2018,10,"$10,000 ",6/1/2018,3/31/2019
Aquila Theatre Company,aka Aquila Theatre,Theater,Art Works,15-3200-7194,New York,NY,10003-6688,"To support a production and tour of an adaptation for the stage of ""The Adventures of Sherlock Holmes."" Originally published in 1891-92, Sir Arthur Conan Doyle highlighted cutting-edge science and logical reasoning to set the Sherlock Holmes mysteries apart from the rest of the detective genre of the time. Educational activities accompanying the touring production will include in-school and community workshops led by teaching artists, and post-show discussions.",2015,10,"$10,000 ",6/1/2015,5/31/2016
Aquila Theatre Company,aka Aquila Theatre,Theater,Art Works,13-3200-7185,New York,NY,10003-6688,"To support an adaptation and tour of Ray Bradbury's ""Fahrenheit 451."" The author adapted his 1953 novel into a 1970s play that explored the destructive potential of technology in our society, and this new adaptation set in contemporary America will explore the invasion of privacy and issues of neuroscience and cognitive studies related to advances in our modern digital world.",2013,10,"$10,000 ",7/1/2013,5/31/2014
Aquila Theatre Company,aka Aquila Theatre,Theater,Art Works,14-3200-7190,New York,NY,10003-6688,"To support the production and tour of Emily Bronte's ""Wuthering Heights."" Bronte's 1847 novel addressed the difficult and timeless themes of prejudice, abuse, revenge, class inequality, patriarchy, identity and gender issues, and broken families. The stage production directed by Desiree Sanchez will tour to approximately 40 performing arts centers, many in underserved communities nationwide.",2014,10,"$15,000 ",6/1/2014,5/31/2015
Aquila Theatre Company,aka Aquila Theatre,Theater,Challenge America,04-3200-1209,New York,NY,10003-6688,"To support a national tour of Shakespeare's ""Twelfth Night"" and H.G. Wells's ""The Invisible Man."" The project will be targeted to underserved, rural, and inner-city communities and will be accompanied by a full educational program of special school performances, workshops, and master classes.",2004,10,"$20,000 ",6/1/2004,4/30/2005
Aquila Theatre Company,aka Aquila Theatre,Theater,Access to Artistic Excellence,08-3200-7167,New York,NY,10003-6688,"To support the tour and new production of Homer's Iliad. Based on Stanley Lombardo's translation of the epic poem, accompanying educational activities will include in-school performances, workshops based on the themes of the play, and pre-show discussions of the theater's approach to the work.",2008,10,"$30,000 ",7/1/2008,6/30/2009
Aquila Theatre Company,aka Aquila Theatre,Theater,Access to Artistic Excellence,05-3200-7172,New York,NY,10003-6688,,2005,10,"$30,000 ",7/1/2005,4/30/2006
"Smith, Charlie",,Literature,Literature Fellowships: Creative Writing,01-5211-5073,New York,NY,10003-6721,,2001,0,"$20,000 ",2/1/2001,2/28/2002
Finnish Cultural Institute in New York,,Design,Access to Artistic Excellence,05-4200-7026,New York,NY,10003-6811,To support a consortium project for a publication about architect Eero Saarinen in partnership with Yale University. The catalogue will be printed and distributed worldwide to universities and libraries by Yale University Press.,2005,12,"$25,000 ",6/1/2005,9/30/2006
"Clubbed Thumb, Inc.",aka,Theater,Art Works,13-3200-7107,New York,NY,10003-6919,"To support the 18th annual festival of new plays, Summerworks '13. The festival will include an opening night event of short, thematically linked pieces as well as three fully produced new plays:",2013,12,"$10,000 ",1/1/2013,6/30/2013
"Clubbed Thumb, Inc.",aka,Theater,Access to Artistic Excellence,05-3200-7013,New York,NY,10003-6919,To support the Summerworks '05 Festival. The month-long festival will feature staged readings and workshop productions of new plays.,2005,12,"$10,000 ",1/1/2005,7/31/2005
"Clubbed Thumb, Inc.",aka,Theater,Creativity / Presentation,04-3200-5122,New York,NY,10003-6919,To support the Summerworks '04 Festival. The month-long festival will feature three full productions and four staged readings of new plays.,2004,12,"$10,000 ",1/1/2004,6/30/2004
"Clubbed Thumb, Inc.",aka,Theater,Access to Artistic Excellence,06-3200-7016,New York,NY,10003-6919,To support the Summerworks 06 Festival. The month-long festival will feature staged readings and workshop productions of new plays.,2006,12,"$11,000 ",1/1/2006,7/31/2006
"Clubbed Thumb, Inc.",aka,Theater,Art Works,1846976-32-19,New York,NY,10003-6919,"To support Summerworks, an annual festival of new plays. The festival will feature full productions of new plays, an opening night event of short, site-specific, and thematically linked pieces, and readings of works-in-progress by early career playwrights. Featured works will include Sigrid Gilmer's John Brown's Ole Timey Minstrel Show, a reconstructed minstrel show about the 19th-century abolitionist; Rinne Groff's The Woman's Party, which tells the story of two groups of women in 1947, each claiming to be the ""real"" National Woman's Party, attempting to oust their rivals; and Gabrielle Reisman's Spindle Shuttle Needle, about a group of women camped out in a cottage at the edge of an endless siege deep in the Napoleonic Wars.",2019,12,"$15,000 ",1/1/2019,6/30/2019
"Clubbed Thumb, Inc.",aka,Theater,Art Works,1829978-32-18,New York,NY,10003-6919,"To support Summerworks, an annual festival of new plays. The festival will include readings of works-in-progress and productions of commissioned new plays.",2018,12,"$15,000 ",1/1/2018,6/30/2018
"Clubbed Thumb, Inc.",aka,Theater,Art Works,17-3200-7103,New York,NY,10003-6919,"To support the Summerworks festival. The annual festival of new plays will include an opening night event of short, site-specific, and thematically linked pieces and readings of works-in-progress by early career playwrights. In addition, up to three newly commissioned plays will be produced.",2017,12,"$15,000 ",1/1/2017,6/30/2017
"Clubbed Thumb, Inc.",aka,Theater,Art Works,16-3200-7061,New York,NY,10003-6919,"To support Summerworks 2016. The annual festival of new plays will include an opening night event of short, site-specific, and thematically linked pieces and readings of works-in-progress by early career playwrights. In addition, three new plays will be fully produced and may include a new untitled play by Jenny Schwartz, ""Super Magic Wild Forest"" by Kate Benson, and ""The Johnsons"" by Amina Henry.",2016,12,"$15,000 ",1/1/2016,6/30/2016
